,x,y,w,h
0,7.39622641509434,9.660377358490566,13.886792452830187,11.471698113207546
1,21.735849056603772,9.660377358490566,13.886792452830187,11.471698113207546
2,36.22641509433962,3.471698113207547,16.0,22.339622641509433
3,52.9811320754717,9.358490566037736,10.716981132075471,12.226415094339622
4,64.45283018867924,9.358490566037736,12.377358490566037,16.452830188679243
5,77.58490566037736,9.660377358490566,16.0,11.471698113207546
6,94.49056603773585,9.358490566037736,12.226415094339622,12.226415094339622
7,106.86792452830188,9.660377358490566,13.735849056603772,14.943396226415095
8,121.20754716981132,9.660377358490566,13.735849056603772,11.471698113207546
9,135.54716981132074,9.358490566037736,10.716981132075471,12.226415094339622
10,147.0188679245283,9.660377358490566,13.735849056603772,11.471698113207546
11,161.2075471698113,9.660377358490566,13.886792452830187,11.471698113207546
12,175.69811320754715,9.358490566037736,10.716981132075471,12.226415094339622
