,x,y,w,h
0,7.39622641509434,12.377358490566037,10.716981132075471,12.226415094339622
1,18.867924528301884,7.094339622641509,10.716981132075471,17.50943396226415
2,30.339622641509433,12.830188679245282,13.735849056603772,11.471698113207546
3,44.9811320754717,12.377358490566037,12.226415094339622,12.226415094339622
4,57.50943396226415,12.377358490566037,12.377358490566037,16.60377358490566
5,70.79245283018868,12.377358490566037,10.716981132075471,12.226415094339622
6,81.50943396226415,12.830188679245282,12.981132075471697,14.79245283018868
7,95.0943396226415,12.377358490566037,10.716981132075471,12.226415094339622
8,106.41509433962264,12.830188679245282,11.471698113207546,11.471698113207546
9,118.79245283018868,12.377358490566037,12.226415094339622,12.226415094339622
10,131.16981132075472,12.830188679245282,13.735849056603772,11.471698113207546
11,145.50943396226415,12.830188679245282,11.169811320754716,11.471698113207546
12,155.77358490566039,12.830188679245282,6.4905660377358485,11.471698113207546
