,x,y,w,h
0,7.39622641509434,10.867924528301886,13.735849056603772,11.471698113207546
1,22.037735849056602,10.566037735849056,12.226415094339622,12.226415094339622
2,34.56603773584906,10.867924528301886,13.735849056603772,11.471698113207546
3,48.75471698113208,10.566037735849056,12.528301886792452,16.452830188679243
4,62.490566037735846,10.566037735849056,12.226415094339622,12.226415094339622
5,74.86792452830188,10.867924528301886,11.320754716981131,11.471698113207546
6,86.0377358490566,10.867924528301886,14.037735849056602,11.924528301886792
7,100.83018867924528,10.566037735849056,10.566037735849056,12.226415094339622
8,112.15094339622641,10.867924528301886,13.735849056603772,11.471698113207546
9,126.33962264150944,10.867924528301886,13.886792452830187,11.471698113207546
10,140.67924528301887,5,13.886792452830187,18
