,x,y,w,h
0,7.39622641509434,9.056603773584905,10.716981132075471,12.226415094339622
1,19.0188679245283,3.6226415094339623,10.716981132075471,17.660377358490564
2,30.641509433962263,9.056603773584905,10.566037735849056,12.226415094339622
3,42.11320754716981,9.056603773584905,9.81132075471698,12.226415094339622
4,52.22641509433962,9.358490566037736,13.735849056603772,11.471698113207546
5,66.56603773584905,9.056603773584905,10.716981132075471,12.226415094339622
6,76.98113207547169,9.358490566037736,13.584905660377357,11.471698113207546
7,91.16981132075472,9.056603773584905,10.716981132075471,12.226415094339622
8,102.49056603773585,9.358490566037736,13.886792452830187,11.471698113207546
9,116.83018867924528,9.358490566037736,13.735849056603772,11.471698113207546
10,131.32075471698113,9.056603773584905,10.716981132075471,12.226415094339622
