,x,y,w,h
0,7.245283018867925,11.018867924528301,12.830188679245282,14.943396226415095
1,20.9811320754717,10.716981132075471,12.830188679245282,12.226415094339622
2,47.24528301886792,11.018867924528301,11.471698113207546,11.471698113207546
3,58.56603773584906,11.018867924528301,13.886792452830187,11.471698113207546
4,73.0566037735849,10.716981132075471,10.716981132075471,12.226415094339622
5,84.37735849056604,5,13.886792452830187,18
6,33,10.716981132075471,13.886792452830187,12.226415094339622
7,98.71698113207547,11.018867924528301,19.471698113207548,11.471698113207546
8,118.64150943396226,11.018867924528301,13.886792452830187,11.471698113207546
9,132.52830188679243,11.018867924528301,12.830188679245282,11.471698113207546
