,x,y,w,h
0,7.39622641509434,14.037735849056602,11.471698113207546,11.471698113207546
1,19.0188679245283,14.037735849056602,19.471698113207548,14.79245283018868
2,39.39622641509434,13.584905660377357,12.226415094339622,12.226415094339622
3,50.867924528301884,14.037735849056602,11.471698113207546,11.471698113207546
4,62.94339622641509,13.584905660377357,10.566037735849056,12.226415094339622
5,73.66037735849056,14.037735849056602,14.037735849056602,11.773584905660377
6,88.15094339622641,14.037735849056602,11.471698113207546,11.471698113207546
7,99.62264150943396,14.037735849056602,13.735849056603772,11.471698113207546
8,113.81132075471697,14.037735849056602,16.90566037735849,11.471698113207546
9,131.47169811320754,13.584905660377357,10.566037735849056,12.226415094339622
