,x,y,w,h
0,7.39622641509434,13.584905660377357,12.377358490566037,11.924528301886792
1,19.92452830188679,13.283018867924527,10.716981132075471,12.226415094339622
2,31.245283018867923,13.735849056603772,13.886792452830187,11.471698113207546
3,45.43396226415094,13.584905660377357,24.60377358490566,16.30188679245283
4,70.18867924528301,13.283018867924527,12.377358490566037,16.60377358490566
5,83.47169811320754,13.283018867924527,10.716981132075471,12.226415094339622
6,94.94339622641509,13.735849056603772,13.735849056603772,11.471698113207546
7,108.83018867924528,13.735849056603772,11.471698113207546,11.471698113207546
8,120.90566037735849,13.283018867924527,10.716981132075471,12.226415094339622
9,132.22641509433961,13.735849056603772,11.320754716981131,11.471698113207546
