,x,y,w,h
0,7.39622641509434,9.81132075471698,13.735849056603772,11.471698113207546
1,21.88679245283019,9.50943396226415,10.716981132075471,12.226415094339622
2,33.35849056603774,9.50943396226415,9.81132075471698,12.226415094339622
3,43.32075471698113,9.81132075471698,11.471698113207546,11.471698113207546
4,55.39622641509434,9.50943396226415,10.716981132075471,12.226415094339622
5,65.81132075471697,9.81132075471698,13.433962264150942,11.773584905660377
6,79.69811320754717,9.81132075471698,13.886792452830187,11.471698113207546
7,94.0377358490566,9.81132075471698,13.735849056603772,11.471698113207546
8,108.52830188679245,9.50943396226415,10.716981132075471,12.226415094339622
9,120.0,9.50943396226415,10.716981132075471,12.226415094339622
