,x,y,w,h
0,7.39622641509434,9.50943396226415,13.735849056603772,11.471698113207546
1,21.735849056603772,9.20754716981132,12.377358490566037,16.452830188679243
2,35.0188679245283,9.20754716981132,10.716981132075471,12.226415094339622
3,46.490566037735846,9.50943396226415,13.735849056603772,11.471698113207546
4,61.13207547169811,9.20754716981132,12.226415094339622,12.226415094339622
5,73.50943396226415,9.50943396226415,10.264150943396226,11.471698113207546
6,84.22641509433961,9.20754716981132,12.226415094339622,12.226415094339622
7,96.60377358490565,9.50943396226415,13.886792452830187,11.471698113207546
8,110.33962264150944,9.50943396226415,12.830188679245282,14.943396226415095
9,123.62264150943396,9.50943396226415,13.886792452830187,11.471698113207546
10,138.1132075471698,9.20754716981132,9.81132075471698,12.226415094339622
11,148.0754716981132,9.50943396226415,11.471698113207546,11.471698113207546
12,160.1509433962264,9.20754716981132,9.81132075471698,12.226415094339622
13,169.96226415094338,9.358490566037736,12.528301886792452,11.924528301886792
14,182.64150943396226,9.20754716981132,10.716981132075471,12.226415094339622
15,194.1132075471698,9.20754716981132,10.716981132075471,12.226415094339622
