,x,y,w,h
0,7.39622641509434,9.056603773584905,12.830188679245282,14.943396226415095
1,20.9811320754717,8.754716981132075,10.716981132075471,12.075471698113207
2,31.849056603773583,9.056603773584905,13.584905660377357,11.773584905660377
3,45.58490566037736,9.056603773584905,11.320754716981131,11.471698113207546
4,57.50943396226415,8.754716981132075,10.716981132075471,12.075471698113207
5,68.37735849056604,9.056603773584905,13.886792452830187,11.773584905660377
6,82.86792452830188,9.056603773584905,11.471698113207546,11.471698113207546
7,94.18867924528301,9.056603773584905,13.735849056603772,11.471698113207546
8,108.67924528301886,8.754716981132075,10.716981132075471,12.075471698113207
9,120.15094339622641,8.754716981132075,9.81132075471698,12.075471698113207
10,130.1132075471698,9.056603773584905,11.471698113207546,11.471698113207546
11,141.73584905660377,9.056603773584905,13.886792452830187,11.471698113207546
