,x,y,w,h
0,7.39622641509434,11.622641509433961,13.735849056603772,11.622641509433961
1,21.88679245283019,11.320754716981131,10.716981132075471,12.226415094339622
2,33.20754716981132,11.320754716981131,12.528301886792452,16.452830188679243
3,46.64150943396226,11.320754716981131,9.81132075471698,12.226415094339622
4,56.75471698113207,11.622641509433961,13.735849056603772,11.622641509433961
5,71.09433962264151,11.320754716981131,10.716981132075471,12.226415094339622
6,82.26415094339622,11.471698113207546,12.528301886792452,12.075471698113207
7,94.33962264150944,11.622641509433961,11.471698113207546,11.622641509433961
8,105.9622641509434,11.622641509433961,13.886792452830187,11.622641509433961
9,120.30188679245282,11.622641509433961,11.320754716981131,11.622641509433961
10,132.22641509433961,11.622641509433961,13.735849056603772,11.622641509433961
11,146.56603773584905,11.320754716981131,10.716981132075471,12.226415094339622
12,158.18867924528303,11.320754716981131,10.716981132075471,12.226415094339622
