,x,y,w,h
0,7.39622641509434,13.886792452830187,13.735849056603772,11.471698113207546
1,21.88679245283019,13.433962264150942,9.81132075471698,12.226415094339622
2,32.15094339622642,13.433962264150942,9.660377358490566,12.226415094339622
3,41.81132075471698,13.886792452830187,14.037735849056602,11.773584905660377
4,56.45283018867924,13.433962264150942,10.716981132075471,12.226415094339622
5,67.16981132075472,13.886792452830187,12.981132075471697,14.79245283018868
6,80.75471698113208,13.433962264150942,10.716981132075471,12.226415094339622
7,92.0754716981132,13.886792452830187,11.471698113207546,11.471698113207546
8,104.30188679245282,13.433962264150942,12.377358490566037,12.226415094339622
9,116.83018867924528,13.886792452830187,13.735849056603772,11.471698113207546
10,131.16981132075472,13.886792452830187,13.735849056603772,11.471698113207546
11,144.45283018867923,13.886792452830187,13.433962264150942,11.773584905660377
